transaction_id,user_id,description,amount_inr,category,date,month,year
TXN350021,U00012,Water bill,1088.97,Bills,2024-01-25,1,2024
TXN977330,U00012,Accessories,1627.04,Shopping,2024-02-26,2,2024
TXN640410,U00012,Accessories,1899.39,Shopping,2024-11-19,11,2024
TXN550089,U00012,Gaming purchase,2528.98,Entertainment,2024-05-29,5,2024
TXN536802,U00012,Street food,1267.22,Food,2024-10-19,10,2024
TXN170966,U00013,Medicine pharmacy,1856.02,Health,2024-07-03,7,2024
TXN681070,U00013,Hotstar subscription,1800.28,Entertainment,2024-09-16,9,2024
TXN766549,U00013,Bakery snacks,3062.99,Food,2024-01-23,1,2024
TXN474440,U00013,Mall shopping,925.09,Shopping,2024-01-09,1,2024
TXN758775,U00013,Dominos pizza,881.88,Food,2024-12-02,12,2024
TXN239890,U00013,Street food,2586.4,Food,2024-06-19,6,2024
TXN283594,U00013,Dominos pizza,1933.75,Food,2024-11-25,11,2024
TXN762423,U00013,Lab test,3433.83,Health,2024-09-02,9,2024
TXN138780,U00013,Metro card recharge,267.7,Transport,2024-08-22,8,2024
TXN143941,U00013,Water bill,201.13,Bills,2024-04-12,4,2024
TXN596395,U00013,Gas cylinder,1828.07,Bills,2024-10-05,10,2024
TXN400009,U00013,Electricity bill,2648.85,Bills,2024-04-07,4,2024
TXN386488,U00013,Electricity bill,3037.0,Bills,2024-06-18,6,2024
TXN879414,U00013,Dominos pizza,1557.48,Food,2024-07-23,7,2024
TXN620306,U00013,Myntra fashion,1219.68,Shopping,2024-04-05,4,2024
TXN379676,U00013,Lab test,1317.35,Health,2024-09-22,9,2024
TXN962287,U00013,Bakery snacks,322.3,Food,2024-11-04,11,2024
TXN183958,U00013,Flight booking,1063.49,Transport,2024-02-22,2,2024
TXN852524,U00013,Gas cylinder,1107.41,Bills,2024-11-04,11,2024
TXN568849,U00013,Clothes shopping,2429.69,Shopping,2024-06-28,6,2024
TXN387892,U00013,Dominos pizza,2171.24,Food,2024-08-10,8,2024
TXN525942,U00013,Hospital visit,308.89,Health,2024-11-22,11,2024
TXN267758,U00013,Wifi bill,2813.78,Bills,2024-12-13,12,2024
TXN919264,U00013,Restaurant dinner,2977.91,Food,2024-12-13,12,2024
TXN916332,U00013,Amazon purchase,485.49,Shopping,2024-04-30,4,2024
TXN133958,U00014,DTH recharge,1370.85,Bills,2024-10-17,10,2024
TXN490084,U00014,Spotify music,2392.76,Entertainment,2024-07-08,7,2024
TXN484774,U00014,Flipkart order,2030.03,Shopping,2024-09-28,9,2024
TXN218959,U00014,Mall shopping,2290.98,Shopping,2024-05-07,5,2024
TXN688956,U00014,Restaurant dinner,1771.7,Food,2024-07-17,7,2024
TXN567951,U00014,Cafe coffee,2723.63,Food,2024-12-26,12,2024
TXN309902,U00014,Toll charge,1035.24,Transport,2024-09-08,9,2024
TXN281043,U00014,Restaurant dinner,2992.25,Food,2024-08-19,8,2024
TXN986593,U00014,Lab test,3490.56,Health,2024-12-15,12,2024
TXN668507,U00014,DTH recharge,2497.91,Bills,2024-10-08,10,2024
TXN844031,U00014,Gas cylinder,2987.2,Bills,2024-12-30,12,2024
TXN335134,U00014,Gym membership,2788.25,Health,2024-09-17,9,2024
TXN928766,U00014,Grocery store,2782.63,Food,2024-05-01,5,2024
TXN486831,U00014,Amazon purchase,1295.09,Shopping,2024-10-20,10,2024
TXN168941,U00014,Household items,497.71,Shopping,2024-02-14,2,2024
TXN651231,U00014,Insurance premium,3498.6,Bills,2024-09-02,9,2024
TXN231414,U00014,Myntra fashion,2890.52,Shopping,2024-02-07,2,2024
TXN642491,U00014,Internet broadband,1602.41,Bills,2024-12-14,12,2024
TXN770872,U00014,Mobile recharge,3078.96,Bills,2024-10-09,10,2024
TXN553633,U00014,Spotify music,2698.85,Entertainment,2024-03-07,3,2024
TXN260448,U00014,Netflix subscription,2918.3,Entertainment,2024-09-22,9,2024
TXN336422,U00014,Mobile recharge,608.79,Bills,2024-12-29,12,2024
TXN362778,U00014,Wifi bill,3137.49,Bills,2024-02-10,2,2024
TXN417534,U00014,Flight booking,996.86,Transport,2024-11-16,11,2024
TXN276827,U00014,Hotstar subscription,372.33,Entertainment,2024-11-24,11,2024
TXN754813,U00014,Bowling night,581.97,Entertainment,2024-12-03,12,2024
TXN143195,U00014,Vitamin supplements,1214.79,Health,2024-10-15,10,2024
TXN908475,U00014,Zomato delivery,206.84,Food,2024-11-24,11,2024
TXN536822,U00014,Concert tickets,2296.4,Entertainment,2024-10-19,10,2024
TXN672079,U00014,Netflix subscription,1768.23,Entertainment,2024-11-17,11,2024
TXN525818,U00014,Gas cylinder,1716.16,Bills,2024-12-16,12,2024
TXN265759,U00014,Property tax,301.76,Bills,2024-01-31,1,2024
TXN456717,U00014,Myntra fashion,1720.67,Shopping,2024-04-14,4,2024
TXN869864,U00014,Spotify music,1128.41,Entertainment,2024-06-12,6,2024
TXN639995,U00014,Insurance premium,501.14,Bills,2024-07-08,7,2024
TXN228473,U00014,Movie tickets,1150.95,Entertainment,2024-08-26,8,2024
TXN153063,U00014,Property tax,905.32,Bills,2024-02-19,2,2024
TXN360330,U00014,Insurance premium,3031.37,Bills,2024-08-02,8,2024
TXN299055,U00014,Bus ticket,3271.44,Transport,2024-06-09,6,2024
TXN622987,U00014,Train ticket,3486.09,Transport,2024-08-27,8,2024
TXN629996,U00015,Amazon purchase,360.67,Shopping,2024-07-20,7,2024
TXN151021,U00015,Shoes purchase,792.25,Shopping,2024-06-29,6,2024
TXN805188,U00015,Cafe coffee,1757.39,Food,2024-11-30,11,2024
TXN551860,U00015,Electronics buy,1901.58,Shopping,2024-02-25,2,2024
TXN483713,U00015,Rapido bike,2559.9,Transport,2024-07-25,7,2024
TXN304110,U00015,Bakery snacks,226.49,Food,2024-10-14,10,2024
TXN628750,U00015,Wifi bill,1045.68,Bills,2024-07-16,7,2024
TXN813449,U00015,Household items,1015.04,Shopping,2024-11-15,11,2024
TXN513037,U00015,Movie tickets,493.89,Entertainment,2024-02-19,2,2024
TXN891638,U00015,DTH recharge,1974.52,Bills,2024-07-06,7,2024
TXN624369,U00015,Petrol fuel,2128.5,Transport,2024-07-24,7,2024
TXN943019,U00015,Swiggy order,184.25,Food,2024-06-19,6,2024
TXN640546,U00015,Household items,1626.61,Shopping,2024-11-06,11,2024
TXN270395,U00015,Bus ticket,3263.22,Transport,2024-06-12,6,2024
TXN722565,U00015,Accessories,2600.65,Shopping,2024-06-02,6,2024
TXN613641,U00015,Wifi bill,2907.6,Bills,2024-09-29,9,2024
TXN486251,U00015,Vitamin supplements,1084.28,Health,2024-01-09,1,2024
TXN422623,U00015,Internet broadband,3430.65,Bills,2024-10-25,10,2024
TXN787436,U00015,Hospital visit,2109.34,Health,2024-05-15,5,2024
TXN711868,U00015,Bowling night,835.02,Entertainment,2024-01-27,1,2024
TXN912233,U00015,Clothes shopping,1858.6,Shopping,2024-11-13,11,2024
TXN133104,U00015,Clothes shopping,2884.73,Shopping,2024-05-04,5,2024
TXN428930,U00015,Movie tickets,708.21,Entertainment,2024-08-13,8,2024
TXN530311,U00015,Clothes shopping,1474.71,Shopping,2024-04-14,4,2024
TXN840058,U00015,Bowling night,3225.8,Entertainment,2024-02-01,2,2024
TXN794395,U00015,Flight booking,765.33,Transport,2024-06-15,6,2024
TXN581992,U00015,Household items,1350.05,Shopping,2024-03-29,3,2024
TXN909489,U00015,Amazon Prime,1934.64,Entertainment,2024-12-12,12,2024
TXN358494,U00015,Dental checkup,2154.76,Health,2024-04-08,4,2024
TXN908634,U00016,Concert tickets,825.79,Entertainment,2024-06-01,6,2024
TXN432441,U00016,Water bill,2431.33,Bills,2024-09-07,9,2024
TXN401769,U00016,Mall shopping,1983.68,Shopping,2024-05-20,5,2024
TXN513697,U00016,Street food,2384.35,Food,2024-07-13,7,2024
TXN848831,U00016,Mobile recharge,1052.06,Bills,2024-05-27,5,2024
TXN368900,U00016,Dominos pizza,3237.83,Food,2024-12-01,12,2024
TXN384303,U00016,Lab test,788.25,Health,2024-10-02,10,2024
TXN876880,U00016,Concert tickets,523.59,Entertainment,2024-11-11,11,2024
TXN656837,U00016,Gaming purchase,886.48,Entertainment,2024-12-08,12,2024
TXN446337,U00016,Petrol fuel,231.09,Transport,2024-07-30,7,2024
TXN105433,U00016,Lab test,396.88,Health,2024-03-11,3,2024
TXN600641,U00016,Spotify music,1453.83,Entertainment,2024-08-31,8,2024
TXN436768,U00016,Doctor consultation,2657.89,Health,2024-05-27,5,2024
TXN783984,U00016,Electricity bill,3182.38,Bills,2024-02-15,2,2024
TXN283568,U00016,Gaming purchase,1896.28,Entertainment,2024-01-20,1,2024
TXN976822,U00016,Clothes shopping,3272.03,Shopping,2024-01-19,1,2024
TXN139286,U00016,Sports gear,692.78,Shopping,2024-05-28,5,2024
TXN451317,U00016,Cafe coffee,2009.47,Food,2024-02-24,2,2024
TXN649787,U00016,Property tax,3462.39,Bills,2024-10-05,10,2024
TXN386090,U00016,Clothes shopping,2986.16,Shopping,2024-08-27,8,2024
TXN779776,U00016,Ola cab,1190.86,Transport,2024-08-22,8,2024
TXN929179,U00016,Mobile recharge,98.59,Bills,2024-06-21,6,2024
TXN284019,U00016,Cable TV,2376.68,Bills,2024-04-08,4,2024
TXN443856,U00016,Theme park,2903.11,Entertainment,2024-09-20,9,2024
TXN247442,U00016,Bakery snacks,2358.93,Food,2024-04-04,4,2024
TXN373453,U00016,Mall shopping,3278.6,Shopping,2024-01-04,1,2024
TXN445637,U00016,Shoes purchase,1591.24,Shopping,2024-05-16,5,2024
TXN374258,U00016,Cable TV,2543.94,Bills,2024-01-06,1,2024
TXN588002,U00017,Water bill,264.33,Bills,2024-03-01,3,2024
TXN837733,U00017,Mobile recharge,1448.69,Bills,2024-09-14,9,2024
TXN485397,U00017,Internet broadband,2253.55,Bills,2024-05-31,5,2024
TXN601410,U00017,Gaming purchase,805.99,Entertainment,2024-03-09,3,2024
TXN491774,U00017,Train ticket,2629.69,Transport,2024-11-06,11,2024
TXN940952,U00017,Household items,3199.15,Shopping,2024-10-02,10,2024
TXN891401,U00017,Doctor consultation,2678.42,Health,2024-12-14,12,2024
TXN837952,U00017,Movie tickets,1863.0,Entertainment,2024-09-27,9,2024
TXN164758,U00017,Internet broadband,3214.49,Bills,2024-02-27,2,2024
TXN257131,U00017,Hotstar subscription,747.44,Entertainment,2024-10-01,10,2024
TXN221886,U00017,Bus ticket,2997.98,Transport,2024-08-14,8,2024
TXN195359,U00017,Doctor consultation,2523.37,Health,2024-09-07,9,2024
TXN238353,U00017,Books purchase,2839.99,Entertainment,2024-08-20,8,2024
TXN685941,U00017,Theme park,1625.95,Entertainment,2024-01-30,1,2024
TXN366817,U00017,Electronics buy,2545.32,Shopping,2024-07-21,7,2024
TXN544278,U00017,Grocery store,2045.17,Food,2024-01-24,1,2024
TXN172371,U00017,Internet broadband,1917.01,Bills,2024-01-31,1,2024
TXN906325,U00017,Amazon purchase,1040.46,Shopping,2024-04-02,4,2024
TXN570325,U00017,Auto rickshaw,1341.89,Transport,2024-07-14,7,2024
TXN665497,U00017,Myntra fashion,326.86,Shopping,2024-12-04,12,2024
TXN512151,U00017,Bus ticket,459.28,Transport,2024-10-02,10,2024
TXN975373,U00017,Spotify music,2561.11,Entertainment,2024-04-24,4,2024
TXN806215,U00017,Swiggy order,3425.79,Food,2024-08-25,8,2024
TXN963355,U00017,Eye checkup,1513.24,Health,2024-07-13,7,2024
TXN389039,U00017,Petrol fuel,1639.16,Transport,2024-03-20,3,2024
TXN539605,U00017,Ola cab,161.15,Transport,2024-12-04,12,2024
TXN205797,U00017,Netflix subscription,880.3,Entertainment,2024-02-04,2,2024
TXN837449,U00017,Netflix subscription,1590.22,Entertainment,2024-12-10,12,2024
TXN560285,U00017,Grocery store,2604.87,Food,2024-07-24,7,2024
TXN246942,U00017,Flight booking,799.58,Transport,2024-01-29,1,2024
TXN434394,U00017,Concert tickets,857.86,Entertainment,2024-10-21,10,2024
TXN348411,U00017,Bowling night,2715.26,Entertainment,2024-06-13,6,2024
TXN331780,U00017,Mobile recharge,3450.65,Bills,2024-09-23,9,2024
TXN720407,U00017,Electronics buy,999.28,Shopping,2024-10-12,10,2024
TXN682851,U00017,Gym membership,2209.68,Health,2024-08-06,8,2024
TXN803953,U00017,Amazon purchase,3404.4,Shopping,2024-11-25,11,2024
TXN528090,U00017,Household items,1149.63,Shopping,2024-08-01,8,2024
TXN596520,U00017,Rapido bike,1348.79,Transport,2024-10-02,10,2024
TXN251363,U00017,Petrol fuel,1087.54,Transport,2024-12-28,12,2024
TXN684357,U00017,Amazon purchase,1990.23,Shopping,2024-08-01,8,2024
TXN446305,U00018,Auto rickshaw,887.86,Transport,2024-04-14,4,2024
TXN196955,U00018,Medicine pharmacy,3231.68,Health,2024-07-08,7,2024
TXN806396,U00018,Gaming purchase,227.8,Entertainment,2024-07-12,7,2024
TXN297303,U00018,Bowling night,186.44,Entertainment,2024-02-07,2,2024
TXN449138,U00018,Hotstar subscription,798.71,Entertainment,2024-04-16,4,2024
TXN877493,U00018,Electricity bill,780.74,Bills,2024-04-07,4,2024
TXN733760,U00018,Vegetable market,3204.82,Food,2024-12-22,12,2024
TXN678897,U00018,Doctor consultation,1418.38,Health,2024-05-02,5,2024
TXN780233,U00018,Gas cylinder,1363.28,Bills,2024-09-30,9,2024
TXN621433,U00018,Gas cylinder,952.39,Bills,2024-09-19,9,2024
TXN898625,U00018,Flipkart order,2819.72,Shopping,2024-08-28,8,2024
TXN147936,U00018,Water bill,1328.93,Bills,2024-07-30,7,2024
TXN373441,U00018,Gaming purchase,2607.32,Entertainment,2024-01-09,1,2024
TXN409531,U00018,Bowling night,2048.04,Entertainment,2024-08-01,8,2024
TXN697467,U00018,Petrol fuel,1188.04,Transport,2024-07-13,7,2024
TXN453961,U00018,Train ticket,1949.72,Transport,2024-12-16,12,2024
TXN875520,U00018,Property tax,3384.45,Bills,2024-11-24,11,2024
TXN277487,U00018,Sports gear,630.41,Shopping,2024-06-29,6,2024
TXN772985,U00018,Flight booking,1734.69,Transport,2024-10-04,10,2024
TXN957730,U00018,Milk dairy,166.69,Food,2024-02-08,2,2024
TXN244170,U00018,Hospital visit,2686.97,Health,2024-07-30,7,2024
TXN109585,U00018,Doctor consultation,284.49,Health,2024-03-18,3,2024
TXN747847,U00018,Flight booking,1623.23,Transport,2024-01-31,1,2024
TXN611552,U00018,Vitamin supplements,3198.99,Health,2024-12-03,12,2024
TXN112426,U00018,Swiggy order,1886.13,Food,2024-07-29,7,2024
TXN400614,U00018,Milk dairy,2541.56,Food,2024-10-01,10,2024
TXN551488,U00018,Milk dairy,2855.39,Food,2024-12-11,12,2024
TXN256130,U00018,Ola cab,3217.27,Transport,2024-09-25,9,2024
TXN954814,U00018,Petrol fuel,2188.24,Transport,2024-05-09,5,2024
TXN491172,U00018,Gas cylinder,2792.53,Bills,2024-02-10,2,2024
TXN336828,U00018,Sports gear,1999.26,Shopping,2024-12-22,12,2024
TXN896483,U00018,Internet broadband,2305.39,Bills,2024-11-28,11,2024
TXN679549,U00018,Zomato delivery,1448.21,Food,2024-07-12,7,2024
TXN279708,U00018,Amazon purchase,2246.78,Shopping,2024-12-25,12,2024
TXN922478,U00018,Vegetable market,2966.39,Food,2024-11-26,11,2024
TXN653815,U00018,Cable TV,3421.79,Bills,2024-02-18,2,2024
TXN694316,U00019,Petrol fuel,3159.39,Transport,2024-12-20,12,2024
TXN817675,U00019,Electronics buy,210.64,Shopping,2024-02-08,2,2024
TXN288066,U00019,Wifi bill,1994.11,Bills,2024-01-17,1,2024
TXN251195,U00019,Electricity bill,3367.07,Bills,2024-10-27,10,2024
TXN270341,U00019,Yoga class,3254.62,Health,2024-06-02,6,2024
TXN809922,U00019,Gaming purchase,2005.1,Entertainment,2024-07-18,7,2024
TXN928897,U00019,Amazon Prime,1374.27,Entertainment,2024-03-12,3,2024
TXN156304,U00019,Medicine pharmacy,1777.74,Health,2024-06-26,6,2024
TXN457137,U00019,Bakery snacks,850.9,Food,2024-02-08,2,2024
TXN911131,U00019,Bowling night,3344.26,Entertainment,2024-07-22,7,2024
TXN614435,U00019,Electricity bill,2237.72,Bills,2024-08-18,8,2024
TXN552825,U00019,Bus ticket,1957.98,Transport,2024-07-11,7,2024
TXN909676,U00019,Toll charge,2329.32,Transport,2024-02-13,2,2024
TXN186023,U00019,Concert tickets,2803.29,Entertainment,2024-02-07,2,2024
TXN261771,U00019,Mobile recharge,1361.0,Bills,2024-11-20,11,2024
TXN195966,U00019,Yoga class,1142.54,Health,2024-02-24,2,2024
TXN207197,U00019,Cafe coffee,1584.34,Food,2024-05-18,5,2024
TXN684041,U00019,Ola cab,696.5,Transport,2024-08-17,8,2024
TXN193972,U00019,Hotstar subscription,1457.75,Entertainment,2024-01-14,1,2024
TXN922543,U00019,Wifi bill,371.07,Bills,2024-11-02,11,2024
TXN506637,U00019,Insurance premium,92.58,Bills,2024-07-30,7,2024
TXN699743,U00020,Eye checkup,3172.97,Health,2024-05-04,5,2024
TXN245584,U00020,Spotify music,2414.34,Entertainment,2024-03-27,3,2024
TXN166340,U00020,Gas cylinder,976.0,Bills,2024-03-15,3,2024
TXN607753,U00020,Auto rickshaw,1002.07,Transport,2024-06-02,6,2024
TXN855917,U00020,Dominos pizza,918.36,Food,2024-05-06,5,2024
TXN580102,U00020,Lab test,2098.63,Health,2024-04-10,4,2024
TXN448354,U00020,Restaurant dinner,1101.07,Food,2024-07-21,7,2024
TXN561607,U00020,Theme park,2824.06,Entertainment,2024-06-17,6,2024
TXN723266,U00020,Insurance premium,2863.39,Bills,2024-11-29,11,2024
TXN310608,U00020,Rapido bike,1156.29,Transport,2024-12-21,12,2024
TXN434640,U00020,Mall shopping,662.85,Shopping,2024-07-22,7,2024
TXN441716,U00020,Property tax,3388.78,Bills,2024-05-04,5,2024
TXN482746,U00020,Electronics buy,2866.91,Shopping,2024-07-20,7,2024
TXN288667,U00020,Street food,739.31,Food,2024-10-06,10,2024
TXN842776,U00020,Eye checkup,142.86,Health,2024-08-24,8,2024
TXN172518,U00020,Train ticket,2802.02,Transport,2024-12-20,12,2024
TXN353777,U00020,Sports gear,530.17,Shopping,2024-06-04,6,2024
TXN177558,U00020,Mobile recharge,2517.57,Bills,2024-07-12,7,2024
TXN660324,U00020,Accessories,1703.36,Shopping,2024-07-24,7,2024
TXN835716,U00020,Theme park,1925.58,Entertainment,2024-07-03,7,2024
TXN214682,U00020,Bowling night,2251.72,Entertainment,2024-02-13,2,2024
TXN146448,U00020,Bus ticket,623.87,Transport,2024-11-09,11,2024
TXN934908,U00021,Yoga class,3385.5,Health,2024-06-18,6,2024
TXN332785,U00021,Flipkart order,86.39,Shopping,2024-05-12,5,2024
TXN703178,U00021,Hotstar subscription,1975.08,Entertainment,2024-12-18,12,2024
TXN909859,U00021,Train ticket,1340.71,Transport,2024-08-25,8,2024
TXN461724,U00021,Vitamin supplements,2432.01,Health,2024-03-18,3,2024
TXN190025,U00021,Vegetable market,410.7,Food,2024-07-31,7,2024
TXN577450,U00021,Restaurant dinner,1251.73,Food,2024-06-24,6,2024
TXN202365,U00021,Flight booking,1716.09,Transport,2024-08-31,8,2024
TXN146853,U00021,Sports gear,1150.24,Shopping,2024-06-02,6,2024
TXN779445,U00021,Medicine pharmacy,127.92,Health,2024-06-24,6,2024
TXN641058,U00021,Restaurant dinner,3258.23,Food,2024-05-04,5,2024
TXN547080,U00021,Flight booking,602.47,Transport,2024-10-13,10,2024
TXN293411,U00021,Shoes purchase,2802.26,Shopping,2024-11-18,11,2024
TXN306909,U00021,Auto rickshaw,1414.76,Transport,2024-11-10,11,2024
TXN838968,U00021,Accessories,1531.96,Shopping,2024-01-03,1,2024
TXN948014,U00021,Petrol fuel,1010.29,Transport,2024-12-26,12,2024
TXN296041,U00021,Street food,401.04,Food,2024-10-01,10,2024
TXN375097,U00021,DTH recharge,729.91,Bills,2024-02-28,2,2024
TXN428628,U00021,Lab test,1870.62,Health,2024-11-23,11,2024
TXN219781,U00021,Theme park,2159.01,Entertainment,2024-10-27,10,2024
TXN280908,U00021,DTH recharge,2967.04,Bills,2024-11-12,11,2024
TXN188868,U00021,Dental checkup,3219.45,Health,2024-10-29,10,2024
TXN420214,U00021,Gym membership,1130.49,Health,2024-05-02,5,2024
TXN635638,U00021,Restaurant dinner,1337.91,Food,2024-03-13,3,2024
TXN502349,U00021,Myntra fashion,2107.67,Shopping,2024-10-21,10,2024
TXN827117,U00021,Clothes shopping,1729.01,Shopping,2024-10-02,10,2024
TXN402865,U00021,Gym membership,1964.45,Health,2024-09-07,9,2024
TXN749498,U00021,Metro card recharge,1135.3,Transport,2024-08-18,8,2024
TXN243167,U00021,Dominos pizza,3333.85,Food,2024-09-05,9,2024
TXN784793,U00021,Auto rickshaw,3375.21,Transport,2024-09-15,9,2024
TXN844638,U00021,Myntra fashion,2412.2,Shopping,2024-07-31,7,2024
TXN132359,U00021,Sports gear,627.02,Shopping,2024-10-16,10,2024
TXN663723,U00021,Rapido bike,162.8,Transport,2024-04-25,4,2024
TXN878586,U00021,Mobile recharge,2743.55,Bills,2024-10-16,10,2024
TXN219754,U00021,Household items,1812.28,Shopping,2024-10-20,10,2024
TXN668373,U00021,Wifi bill,2890.33,Bills,2024-07-06,7,2024
TXN207391,U00021,Vegetable market,1934.92,Food,2024-08-05,8,2024
TXN571578,U00021,Doctor consultation,1077.1,Health,2024-01-17,1,2024
TXN913308,U00022,Internet broadband,1564.79,Bills,2024-03-01,3,2024
TXN822608,U00022,Petrol fuel,2846.92,Transport,2024-10-28,10,2024
TXN746081,U00022,Cable TV,2233.06,Bills,2024-03-25,3,2024
TXN697766,U00022,Petrol fuel,2856.68,Transport,2024-01-31,1,2024
TXN276556,U00022,Wifi bill,1019.74,Bills,2024-10-02,10,2024
TXN999695,U00022,Gas cylinder,1048.2,Bills,2024-05-16,5,2024
TXN162165,U00022,Movie tickets,517.78,Entertainment,2024-07-29,7,2024
TXN361805,U00022,Mobile recharge,2469.92,Bills,2024-03-08,3,2024
TXN511776,U00022,Bus ticket,2908.26,Transport,2024-12-12,12,2024
TXN758309,U00022,Clothes shopping,2042.12,Shopping,2024-05-17,5,2024
TXN933197,U00022,Myntra fashion,1609.37,Shopping,2024-11-20,11,2024
TXN828449,U00022,Bakery snacks,1828.87,Food,2024-05-22,5,2024
TXN710224,U00022,Property tax,3328.38,Bills,2024-06-16,6,2024
TXN765678,U00022,Zomato delivery,2571.72,Food,2024-08-22,8,2024
TXN517035,U00022,Health insurance,2982.87,Health,2024-09-30,9,2024
TXN381581,U00022,Auto rickshaw,2895.72,Transport,2024-09-10,9,2024
TXN236937,U00022,Gas cylinder,1215.26,Bills,2024-10-22,10,2024
TXN899281,U00022,Books purchase,2769.65,Entertainment,2024-12-15,12,2024
TXN117072,U00022,Swiggy order,393.53,Food,2024-08-23,8,2024
TXN548580,U00022,Restaurant dinner,1572.44,Food,2024-01-01,1,2024
TXN266699,U00022,Metro card recharge,3093.41,Transport,2024-06-03,6,2024
TXN186424,U00022,Internet broadband,2308.33,Bills,2024-05-08,5,2024
TXN420349,U00022,Mobile recharge,228.67,Bills,2024-11-16,11,2024
TXN837880,U00022,Doctor consultation,1530.85,Health,2024-02-16,2,2024
TXN239145,U00022,Swiggy order,786.3,Food,2024-02-09,2,2024
TXN109738,U00022,Gaming purchase,1842.08,Entertainment,2024-08-15,8,2024
TXN827744,U00022,Dominos pizza,2869.03,Food,2024-08-04,8,2024
TXN193670,U00022,Train ticket,294.36,Transport,2024-07-15,7,2024
TXN243790,U00023,Dominos pizza,1318.09,Food,2024-06-02,6,2024
TXN249792,U00023,Clothes shopping,2263.44,Shopping,2024-12-12,12,2024
TXN781595,U00023,Milk dairy,1993.35,Food,2024-11-08,11,2024
TXN758589,U00023,Train ticket,1261.6,Transport,2024-04-19,4,2024
TXN819916,U00023,Gym membership,3223.63,Health,2024-11-11,11,2024
TXN246814,U00023,Shoes purchase,349.07,Shopping,2024-02-21,2,2024
TXN550246,U00023,Street food,2568.53,Food,2024-06-28,6,2024
TXN188341,U00023,Mobile recharge,904.86,Bills,2024-11-26,11,2024
TXN398761,U00023,Flight booking,2123.45,Transport,2024-11-07,11,2024
TXN416302,U00023,Hospital visit,2975.23,Health,2024-12-03,12,2024
TXN884170,U00023,Flight booking,2143.9,Transport,2024-04-06,4,2024
TXN618927,U00023,Electronics buy,2279.29,Shopping,2024-05-02,5,2024
TXN722780,U00023,Flipkart order,881.73,Shopping,2024-11-22,11,2024
TXN478638,U00023,Milk dairy,3116.1,Food,2024-01-07,1,2024
TXN541307,U00023,Mobile recharge,1384.59,Bills,2024-10-18,10,2024
TXN907788,U00023,Wifi bill,2406.15,Bills,2024-08-29,8,2024
TXN374921,U00023,Swiggy order,2076.4,Food,2024-01-08,1,2024
TXN631219,U00023,Uber ride,3232.9,Transport,2024-07-22,7,2024
TXN835901,U00023,Wifi bill,2696.53,Bills,2024-08-04,8,2024
TXN745972,U00023,Flipkart order,2259.85,Shopping,2024-10-02,10,2024
TXN636141,U00023,Rapido bike,338.41,Transport,2024-02-10,2,2024
TXN714923,U00023,Metro card recharge,1900.55,Transport,2024-07-19,7,2024
TXN865416,U00023,Medicine pharmacy,1120.08,Health,2024-08-11,8,2024
TXN221620,U00024,Grocery store,347.43,Food,2024-08-10,8,2024
TXN798435,U00024,Accessories,2150.47,Shopping,2024-06-07,6,2024
TXN243876,U00024,Gym membership,462.08,Health,2024-12-28,12,2024
TXN648410,U00024,Hospital visit,615.22,Health,2024-06-26,6,2024
TXN886197,U00024,Concert tickets,626.02,Entertainment,2024-03-05,3,2024
TXN451284,U00024,Internet broadband,2711.43,Bills,2024-01-16,1,2024
TXN846925,U00024,Electronics buy,1857.3,Shopping,2024-05-14,5,2024
TXN477617,U00024,Movie tickets,1761.71,Entertainment,2024-09-18,9,2024
TXN485548,U00024,Vegetable market,3014.79,Food,2024-03-26,3,2024
TXN806866,U00024,Rapido bike,2717.98,Transport,2024-10-20,10,2024
TXN102693,U00024,Medicine pharmacy,838.0,Health,2024-09-17,9,2024
TXN481657,U00024,Swiggy order,893.7,Food,2024-08-29,8,2024
TXN679720,U00024,Clothes shopping,667.42,Shopping,2024-01-19,1,2024
TXN536476,U00024,Yoga class,824.58,Health,2024-05-07,5,2024
TXN699298,U00024,Health insurance,985.84,Health,2024-02-09,2,2024
TXN288056,U00024,Internet broadband,1782.04,Bills,2024-01-27,1,2024
TXN172274,U00024,Flight booking,3435.88,Transport,2024-07-24,7,2024
TXN443199,U00024,Electronics buy,2718.67,Shopping,2024-06-08,6,2024
TXN310418,U00024,Milk dairy,1625.77,Food,2024-07-07,7,2024
TXN354367,U00024,Cable TV,2756.55,Bills,2024-11-14,11,2024
TXN910143,U00024,Mall shopping,2091.33,Shopping,2024-09-09,9,2024
TXN257880,U00024,Flight booking,2673.66,Transport,2024-05-05,5,2024
TXN463251,U00024,Bakery snacks,132.49,Food,2024-10-04,10,2024
TXN895794,U00024,Hospital visit,3330.92,Health,2024-01-01,1,2024
TXN208998,U00024,Yoga class,2979.07,Health,2024-06-06,6,2024
TXN615929,U00024,Flight booking,3441.75,Transport,2024-08-02,8,2024
TXN146032,U00024,Restaurant dinner,2505.2,Food,2024-02-17,2,2024
TXN580728,U00025,Theme park,2467.92,Entertainment,2024-07-09,7,2024
TXN239999,U00025,Medicine pharmacy,2053.66,Health,2024-09-15,9,2024
TXN165308,U00025,Yoga class,308.17,Health,2024-10-17,10,2024
TXN992247,U00025,Clothes shopping,866.86,Shopping,2024-05-13,5,2024
TXN433507,U00025,Insurance premium,2467.5,Bills,2024-06-16,6,2024
TXN242723,U00025,Electronics buy,855.96,Shopping,2024-04-13,4,2024
